GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Excel-CellFormatter,com.github.mygreen.cellformatter.lang,Era.new Era() {...},0,6,0,0,0,2,0,2,0,2
Excel-CellFormatter,com.github.mygreen.cellformatter.lang,EraResolver,6,204,4,16,2,43,4,11,0,5
Excel-CellFormatter,com.github.mygreen.cellformatter.lang,MSColor,36,253,9,11,13,40,7,15,1,11
Excel-CellFormatter,com.github.mygreen.cellformatter.lang,EraPeriod,57,97,7,9,9,27,6,18,2,14
Excel-CellFormatter,com.github.mygreen.cellformatter.lang,ExcelDateUtils,17,176,0,10,3,37,1,11,1,6
Excel-CellFormatter,com.github.mygreen.cellformatter.lang,MSLocale,99,212,13,7,25,44,14,13,6,11
Excel-CellFormatter,com.github.mygreen.cellformatter.lang,Utils.new Comparator() {...},0,24,0,2,0,6,0,3,0,2
Excel-CellFormatter,com.github.mygreen.cellformatter.lang,MessageResource,0,38,0,0,0,11,0,7,0,7
Excel-CellFormatter,com.github.mygreen.cellformatter.lang,JXLUtils,54,23,3,1,21,7,4,2,2,2
Excel-CellFormatter,com.github.mygreen.cellformatter.lang,Era,0,64,0,8,0,18,0,9,0,5
Excel-CellFormatter,com.github.mygreen.cellformatter.lang,Utils,37,234,23,47,11,54,20,27,1,11
Excel-CellFormatter,com.github.mygreen.cellformatter.lang,EraPeriod.new EraPeriod() {...},0,5,0,0,0,2,0,2,0,2
Excel-CellFormatter,com.github.mygreen.cellformatter.lang,ArgUtils,147,15,21,5,20,6,18,3,5,3
Excel-CellFormatter,com.github.mygreen.cellformatter.lang,MessageResource.new MessageResource() {...},0,11,0,0,0,4,0,2,0,2
Excel-CellFormatter,com.github.mygreen.cellformatter.lang,MessageResolver,45,397,7,31,9,90,8,27,2,14
Excel-CellFormatter,com.github.mygreen.cellformatter.number,NumberFactory.DecimalNumberFactory,0,27,0,0,0,8,0,2,0,2
Excel-CellFormatter,com.github.mygreen.cellformatter.number,NumberPartType,5,73,0,0,0,7,1,3,1,3
Excel-CellFormatter,com.github.mygreen.cellformatter.number,FormattedNumber,15,43,2,4,3,12,4,11,3,9
Excel-CellFormatter,com.github.mygreen.cellformatter.number,NumberFactory.new NumberFactory() {...},0,8,0,0,0,2,0,2,0,2
Excel-CellFormatter,com.github.mygreen.cellformatter.number,NumberFactory.PercentNumberFactory,0,27,0,0,0,8,0,2,0,2
Excel-CellFormatter,com.github.mygreen.cellformatter.number,NumberFactory.ExponentNumberFactory,0,22,0,0,0,7,0,2,0,2
Excel-CellFormatter,com.github.mygreen.cellformatter.number,DecimalNumber,51,254,15,35,10,62,12,25,1,11
Excel-CellFormatter,com.github.mygreen.cellformatter.number,NativeNumber,0,4,0,0,0,2,0,1,0,1
Excel-CellFormatter,com.github.mygreen.cellformatter.number,SimpleFraction,82,180,12,18,6,42,12,9,0,6
Excel-CellFormatter,com.github.mygreen.cellformatter.number,ExponentNumber,42,150,7,13,10,36,7,11,2,6
Excel-CellFormatter,com.github.mygreen.cellformatter.number,PercentNumber,18,85,1,7,2,23,2,6,1,3
Excel-CellFormatter,com.github.mygreen.cellformatter.number,NumberFactory.FractionNumberFactory,0,32,0,2,0,9,0,3,0,2
Excel-CellFormatter,com.github.mygreen.cellformatter.number,FractionNumber,57,210,16,20,13,48,15,20,3,14
Excel-CellFormatter,com.github.mygreen.cellformatter.number,NumberFactory,0,34,0,0,0,7,0,6,0,6
Excel-CellFormatter,com.github.mygreen.cellformatter.tokenizer,Token.Formatter,0,4,0,0,0,2,0,1,0,1
Excel-CellFormatter,com.github.mygreen.cellformatter.tokenizer,StackUtils,20,109,5,15,7,25,6,11,2,5
Excel-CellFormatter,com.github.mygreen.cellformatter.tokenizer,CustomFormatTokenizer,62,303,13,47,19,67,11,22,0,3
Excel-CellFormatter,com.github.mygreen.cellformatter.tokenizer,Token.Digits,0,9,0,0,0,3,0,2,0,2
Excel-CellFormatter,com.github.mygreen.cellformatter.tokenizer,Token.Underscore,5,4,0,0,1,2,1,1,1,1
Excel-CellFormatter,com.github.mygreen.cellformatter.tokenizer,Token.EscapedChar,0,9,0,0,0,3,0,2,0,2
Excel-CellFormatter,com.github.mygreen.cellformatter.tokenizer,Token.Factor,0,4,0,0,0,2,0,1,0,1
Excel-CellFormatter,com.github.mygreen.cellformatter.tokenizer,Token,3,118,0,0,1,28,1,20,1,20
Excel-CellFormatter,com.github.mygreen.cellformatter.tokenizer,TokenStore,68,160,7,19,11,42,6,19,2,10
Excel-CellFormatter,com.github.mygreen.cellformatter.tokenizer,Token.Condition,0,16,0,0,0,4,0,2,0,2
Excel-CellFormatter,com.github.mygreen.cellformatter.tokenizer,Token.Symbol,0,4,0,0,0,2,0,1,0,1
Excel-CellFormatter,com.github.mygreen.cellformatter.tokenizer,Token.Asterisk,5,4,0,0,1,2,1,1,1,1
Excel-CellFormatter,com.github.mygreen.cellformatter.tokenizer,Token.Word,0,16,0,0,0,4,0,2,0,2
Excel-CellFormatter,com.github.mygreen.cellformatter,FormulaEvaluateException,3,7,0,0,1,3,1,1,1,1
Excel-CellFormatter,com.github.mygreen.cellformatter,BooleanCell,11,12,0,0,4,4,2,3,2,3
Excel-CellFormatter,com.github.mygreen.cellformatter,ConditionOperator.LessThan,3,15,0,2,1,4,1,3,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter,JXLCell,57,328,15,47,14,69,14,33,2,14
Excel-CellFormatter,com.github.mygreen.cellformatter,NumberCell,204,64,26,8,39,18,22,6,6,5
Excel-CellFormatter,com.github.mygreen.cellformatter,POIEvaluatedCell,3,52,0,6,1,10,1,11,1,8
Excel-CellFormatter,com.github.mygreen.cellformatter,LocaleSymbol,3,12,0,0,1,5,1,2,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter,CustomFormatterParseException,3,7,0,0,1,3,1,1,1,1
Excel-CellFormatter,com.github.mygreen.cellformatter,ConditionOperator.GreaterEqual,3,15,0,2,1,4,1,3,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter,ConditionOperator.GreaterThan,3,15,0,2,1,4,1,3,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter,FormatterType,9,39,0,0,0,4,2,2,2,2
Excel-CellFormatter,com.github.mygreen.cellformatter,CustomFormatterFactory,21,231,3,43,2,58,3,22,0,2
Excel-CellFormatter,com.github.mygreen.cellformatter,TextCell,11,11,0,0,4,4,2,3,2,3
Excel-CellFormatter,com.github.mygreen.cellformatter,CustomFormatter,33,144,5,15,6,39,4,15,1,8
Excel-CellFormatter,com.github.mygreen.cellformatter,NoMatchConditionFormatterException,10,0,0,0,4,0,2,0,2,0
Excel-CellFormatter,com.github.mygreen.cellformatter,ConditionOperator.Equal,3,15,0,2,1,4,1,3,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter,DateCell,37,31,0,0,11,8,5,5,5,5
Excel-CellFormatter,com.github.mygreen.cellformatter,ConditionDateFormatter,33,169,3,11,5,42,4,12,1,8
Excel-CellFormatter,com.github.mygreen.cellformatter,FormatterResolver,28,264,6,18,6,52,8,18,2,12
Excel-CellFormatter,com.github.mygreen.cellformatter,LocaleSwitchFormatter,8,70,1,5,2,16,2,6,1,4
Excel-CellFormatter,com.github.mygreen.cellformatter,ConditionOperator.LessEqual,3,15,0,2,1,4,1,3,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter,ConditionFormatterFactory,81,307,17,35,9,75,17,26,0,12
Excel-CellFormatter,com.github.mygreen.cellformatter,ConditionTextFormatter,4,101,1,9,1,25,2,9,1,5
Excel-CellFormatter,com.github.mygreen.cellformatter,ConditionTextFormatterFactory,81,156,14,20,17,35,9,12,0,4
Excel-CellFormatter,com.github.mygreen.cellformatter,ConditionOperator.new ConditionOperator() {...},0,5,0,0,0,2,0,2,0,2
Excel-CellFormatter,com.github.mygreen.cellformatter,ObjectCellFormatter,156,73,4,6,27,19,25,5,21,4
Excel-CellFormatter,com.github.mygreen.cellformatter,POICellFormatter.new Object() {...},6,41,0,0,0,1,0,1,0,1
Excel-CellFormatter,com.github.mygreen.cellformatter,ConditionOperator,0,28,0,0,0,7,0,2,0,2
Excel-CellFormatter,com.github.mygreen.cellformatter,POICell,53,144,1,11,15,33,2,18,1,13
Excel-CellFormatter,com.github.mygreen.cellformatter,ObjectCell,71,31,0,0,22,12,9,6,9,6
Excel-CellFormatter,com.github.mygreen.cellformatter,POICellFormatter,63,358,13,39,16,88,14,39,3,20
Excel-CellFormatter,com.github.mygreen.cellformatter,ConditionFormatter,33,82,0,6,9,24,3,18,3,15
Excel-CellFormatter,com.github.mygreen.cellformatter,CellFormatter,4,8,0,0,1,2,1,2,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter,ConditionOperator.NotEqual,4,14,1,1,1,4,2,2,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter,ConditionNumberFormatter,5,170,1,19,2,44,2,17,1,8
Excel-CellFormatter,com.github.mygreen.cellformatter,ConditionNumberFormatterFactory,31,1208,15,187,6,278,15,96,0,10
Excel-CellFormatter,com.github.mygreen.cellformatter,FormatCellType,9,79,0,0,0,8,2,2,2,2
Excel-CellFormatter,com.github.mygreen.cellformatter,JXLCellFormatter,28,251,4,36,9,68,7,29,3,10
Excel-CellFormatter,com.github.mygreen.cellformatter,CellFormatResult,55,72,13,1,8,23,14,15,7,15
Excel-CellFormatter,com.github.mygreen.cellformatter,ConditionDateFormatterFactory,67,809,16,100,12,138,14,51,0,7
Excel-CellFormatter,com.github.mygreen.cellformatter.term,AsteriskTerm,3,8,0,0,1,4,1,2,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter.term,OtherTerm,3,13,0,0,1,5,1,2,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter.term,NumberTerm.ExponentTerm,9,50,2,4,3,11,3,4,1,3
Excel-CellFormatter,com.github.mygreen.cellformatter.term,DateTerm.DayTerm,8,70,1,7,2,17,2,5,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter.term,DateTerm.ElapsedHourTerm,14,31,1,1,2,8,2,2,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter.term,DateTerm.ElapsedSecondTerm,14,31,1,1,2,8,2,2,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter.term,NumberTerm.GeneralTerm,0,129,0,18,0,35,0,12,0,3
Excel-CellFormatter,com.github.mygreen.cellformatter.term,DateTerm.EraNameTerm,7,49,2,8,3,16,3,5,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter.term,TextTerm.AtMarkTerm,5,13,1,1,1,5,2,2,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter.term,DateTerm.YearTerm,0,31,0,2,0,9,0,4,0,3
Excel-CellFormatter,com.github.mygreen.cellformatter.term,NumberTerm.ZeroTerm,0,14,0,2,0,5,0,3,0,2
Excel-CellFormatter,com.github.mygreen.cellformatter.term,DateTerm.EraNameYearTerm,26,55,3,5,6,16,4,3,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter.term,WordTerm,3,13,0,0,1,5,1,2,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter.term,NumberTerm.SharpTerm,0,9,0,0,0,3,0,2,0,2
Excel-CellFormatter,com.github.mygreen.cellformatter.term,DateTerm.QuaterTerm,0,51,0,2,0,9,0,3,0,2
Excel-CellFormatter,com.github.mygreen.cellformatter.term,DateTerm.SecondTerm,3,19,0,0,1,6,1,2,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter.term,LocaelSymbolTerm,0,13,0,0,0,5,0,2,0,2
Excel-CellFormatter,com.github.mygreen.cellformatter.term,DateTerm.HourTerm,3,34,0,2,1,10,1,4,1,3
Excel-CellFormatter,com.github.mygreen.cellformatter.term,DateTerm.WeekName,3,48,0,2,1,10,1,3,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter.term,EscapedCharTerm,3,13,0,0,1,5,1,2,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter.term,DateTerm.EraYearTerm,21,43,2,4,5,13,3,3,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter.term,DateTerm.MinuteTerm,3,19,0,0,1,6,1,2,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter.term,DateTerm.WeekNameForOO,51,0,2,0,11,0,4,0,3,0
Excel-CellFormatter,com.github.mygreen.cellformatter.term,NumberTerm.SymbolTerm,0,13,0,0,0,5,0,3,0,3
Excel-CellFormatter,com.github.mygreen.cellformatter.term,DateTerm.ElapsedMinuteTerm,14,31,1,1,2,8,2,2,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter.term,DateTerm.AmPmTerm,15,45,1,3,5,11,4,3,3,2
Excel-CellFormatter,com.github.mygreen.cellformatter.term,NumberTerm.DigitsTerm,0,13,0,0,0,5,0,3,0,3
Excel-CellFormatter,com.github.mygreen.cellformatter.term,NumberTerm.new Object() {...},6,41,0,0,0,1,0,1,0,1
Excel-CellFormatter,com.github.mygreen.cellformatter.term,NumberTerm,0,39,0,0,0,10,0,9,0,9
Excel-CellFormatter,com.github.mygreen.cellformatter.term,UnderscoreTerm,3,8,0,0,1,4,1,2,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter.term,NumberTerm.FormattedTerm,24,111,1,16,10,27,6,18,5,8
Excel-CellFormatter,com.github.mygreen.cellformatter.term,DateTerm.WeekNumberTerm,3,13,0,0,1,5,1,2,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter.term,DateTerm.MonthTerm,5,87,1,9,1,19,1,7,0,3
Excel-CellFormatter,com.github.mygreen.cellformatter.term,TextTerm,0,8,0,0,0,3,0,2,0,2
Excel-CellFormatter,com.github.mygreen.cellformatter.term,NumberTerm.QuestionTerm,0,14,0,2,0,5,0,3,0,2
Excel-CellFormatter,com.github.mygreen.cellformatter.term,DateTerm,14,139,1,11,3,35,3,28,2,20
Excel-CellFormatter,com.github.mygreen.cellformatter.term,NumberTerm.SeparatorTerm,3,8,0,0,1,4,1,2,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter.callback,DBNum2.JapaneseConverter,0,160,0,6,0,19,0,5,0,2
Excel-CellFormatter,com.github.mygreen.cellformatter.callback,DBNum1.ChineseConverter,0,220,0,22,0,36,0,14,0,3
Excel-CellFormatter,com.github.mygreen.cellformatter.callback,KansujiConverter,15,403,4,30,3,68,4,22,0,9
Excel-CellFormatter,com.github.mygreen.cellformatter.callback,DBNum1,0,65,0,0,0,9,0,3,0,3
Excel-CellFormatter,com.github.mygreen.cellformatter.callback,DBNum2,0,65,0,0,0,9,0,3,0,3
Excel-CellFormatter,com.github.mygreen.cellformatter.callback,DBNum3,0,23,0,0,0,5,0,3,0,3
Excel-CellFormatter,com.github.mygreen.cellformatter.callback,DBNumBase,4,59,2,6,2,14,2,5,0,3
Excel-CellFormatter,com.github.mygreen.cellformatter.callback,DBNum2.KoreanConverter,0,91,0,0,0,5,0,1,0,1
Excel-CellFormatter,com.github.mygreen.cellformatter.callback,DBNum1.KoreanConverter,0,116,0,6,0,17,0,5,0,2
Excel-CellFormatter,com.github.mygreen.cellformatter.callback,ZenkakuNumberConverter,4,75,0,4,2,8,1,4,1,2
Excel-CellFormatter,com.github.mygreen.cellformatter.callback,DBNum2.ChineseConverter,0,91,0,0,0,5,0,1,0,1
